srNo,sys_gUid,uniqueId,createdBy,createdDate,lastUpdatedBy,lastUpdatedDate,streetNameFrom,streetNameTo,routeName,mileMarkerStart,mileMarkerEnd,plannedStartDate,plannedEndDate,closureStatus,actualStartDate,actualEndDate,imageUrl,imageName/Description
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/62189843-6e24-4b74-88ba-0da39a183744image.jpg,Westbound / Road work ahead
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c9883fef-582b-4be8-8b90-e7f718a1a40aimage.jpg,Westbound / Begin fines double in work zone
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/1e887e64-0944-4f3c-ba84-c82a44a0c37dimage.jpg,Westbound / Speed Limit 35
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ba99c451-937d-47ee-94c0-3603882d958eimage.jpg,Westbound / Left lane closed ahead
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/655619bf-c2f6-4808-a7a5-ae25e965ed2dimage.jpg,Westbound / Lane ends left
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/8c676aca-57bd-4be0-88fd-9c20bd5a75d1image.jpg,Westbound / Road work ahead
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/0baa4a9b-ce15-4fcc-bde4-1a0e3c730829image.jpg,Westbound / Start of closure
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/fa85312a-10ef-428e-8374-c2558b55dba4image.jpg,Westbound / Flashing arrow board
190,ConstructionClosure-0f6ec0b3-4a1f-4353-aac4-54e22b003d81,5e29bcb95aed8500514e992c,jpruitt@navjoyinc.com.gwv,2020-01-23T15:33:13.535Z,jpruitt@navjoyinc.com.gwv,2020-01-24T17:03:48.950Z,Dahlia St,Birch St,Belleview Ave,,,1/23/2020 11:00,1/23/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/da0ae3ca-688f-42c3-b29b-07276df8647aimage.jpg,Westbound / End of closure
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/3ad352ef-90d6-40e2-b36a-fdf108838e86image.jpg,Eastbound / Road work ahead
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c65c402a-689e-4988-b421-1787fa3af36cimage.jpg,Eastbound / Begin fines double in work zone
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/bc95e5a2-713a-4e5e-b6b6-c2c6052a416bimage.jpg,Eastbound / Speed Limit 35
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/8b2040fa-e276-48fa-b7d0-f0d56b3d5755image.jpg,Eastbound / Left lane closed ahead
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/df58df27-306e-4184-8b64-d362a3169110image.jpg,Eastbound / Lane ends left
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a5a275d0-8c6b-4161-8cac-490ee27a57faimage.jpg,Eastbound / Start of closure
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/13468669-18f7-4747-9b5c-628d3602a605image.jpg,Eastbound / Flashing arrow board
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/90df99d9-0af3-43d5-a2d4-1b11b442e618image.jpg,Eastbound / Speed Limit 35
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/45b1262c-bf3b-430e-bb0f-68d5e9b51a2eimage.jpg,Eastbound / Road work ahead
191,ConstructionClosure-269ee7d1-ea8e-4b80-bac7-bff117943dee,5e2a0e6e5aed8500514e9a31,jpruitt@navjoyinc.com.gwv,2020-01-23T21:21:50.410Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:46:31.622Z,Cherry Hills Farm Dr,Jackson St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/72c5704f-cad3-4a86-ab5e-df7d8e586e49image.jpg,Eastbound / End of closure
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/89e96aab-9a1d-43e6-8564-8d10f8326047image.jpg,Eastbound / End of closure
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/8a1e4a05-5ff5-40f0-ae52-fb06e11024bdimage.jpg,Eastbound / End fines double in work zone
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c8c95dc0-33e7-4983-a029-cc78d10d7696image.jpg,Eastbound / Road work ahead
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/77f3f813-4381-4720-a20c-4705cd6e8fa5image.jpg,Eastbound / Left lane closed ahead
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/3e7fcb1a-f473-4900-8535-dbc2f88ef114image.jpg,Eastbound / Lane ends left
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/a698881e-59a6-4a84-a0ce-f754c9f09709image.jpg,Eastbound / Start of closure
192,ConstructionClosure-c745566f-28c6-4107-883b-1243dab9de15,5e2a0e8e5aed8500514e9a33,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:22.689Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:52:01.314Z,Birch St,Dahlia St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/7ad109e2-4da1-4c01-ba5a-9009ea8d1c63image.jpg,Eastbound / Flashing arrow board
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/9c6a4c6f-32f6-4c27-951f-7a5b9686fbf6image.jpg,Westbound / Road work ahead
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/47255547-fb83-4390-8c1b-cee34f2be894image.jpg,Westbound / Begin fines double in work zone
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/4e22ce23-bbf7-48bd-a7b5-9c42813e94ffimage.jpg,Westbound / Speed Limit 35
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/62b64d6d-183c-4060-8f98-c0da4f63fd89image.jpg,Westbound / Left lane closed ahead
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/068568f2-f446-4c47-9521-9f803d37569aimage.jpg,Westbound / Lane ends left
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/58502cc5-cb21-4e24-9872-8ec3cf453f66image.jpg,Westbound / Start of closure
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/cd0060d7-d855-4bae-a8f2-71df80aa8804image.jpg,Westbound / Flashing arrow board
193,ConstructionClosure-736d9fb4-1724-4f18-8ace-8b3a1c763c95,5e2a0e995aed8500514e9a37,jpruitt@navjoyinc.com.gwv,2020-01-23T21:22:33.194Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:41:35.878Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/e6882b0b-dad6-4f88-84ed-f15875676a13image.jpg,Westbound / End of closure
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/b46ea254-98f9-4680-8a33-4e934f3aa312image.jpg,Westbound / End of closure
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/aba2556b-7cb5-443a-8eef-381841e93b9eimage.jpg,Westbound / Flashing arrow board
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/09b21b1e-4407-473f-b99b-c995bb25ef35image.jpg,Westbound / Start of closure
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/49a3b63c-b44b-4011-9035-2d624997ca47image.jpg,Westbound / Lane ends right
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/68584e1d-49be-4e3b-a440-84c07d578e7fimage.jpg,Westbound / Right lane closed ahead
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/56e295be-a887-4b20-8356-472829ba9a1cimage.jpg,Westbound / Speed Limit 35
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/ad173765-50b9-42f2-a88a-6ad294ce260fimage.jpg,Westbound / Begin fines double in work zone
194,ConstructionClosure-4685d166-0cd1-42b4-a0f8-fb9189e441e2,5e2b24755aed8500514e9a8d,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:05.559Z,jpruitt@navjoyinc.com.gwv,2020-01-24T21:35:35.528Z,Dahlia St,Birch St,Belleview Ave,,,1/24/2020 11:00,1/24/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/c995ad1e-aca7-4b70-8ea2-0b35dba24504image.jpg,Westbound / Road work ahead
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/59dc405b-e79f-4003-a4a9-6cb1fdb17808image.jpg,Westbound / Road Work Ahead
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/31903e8a-35c6-4b02-86ea-c16b9f0d0d71image.jpg,Westbound / Begin Fines Doubled in Work Zone
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/6539a4e4-2972-4f65-916a-c9e73379a70dimage.jpg,Westbound / Speed Limit 35
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/17dce9bb-8550-45e8-8019-7564768931a9image.jpg,Westbound / Left Lane Closed Ahead
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/27375e34-07c2-4915-8ebe-ff7c3dfb9ac7image.jpg,Westbound / Lane Ends Left
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/de226ce0-3913-4081-a519-a9adce88acc3image.jpg,Westbound / Start of Closure
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/08f5adbd-c8ac-487c-8951-0157f683c243image.jpg,Westbound / Flashing Arrow Board
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/5b7c2be6-dc8b-4803-9e3c-b012761ce8b0image.jpg,Westbound / Road Work Ahead
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/29f17c3e-207e-4591-a444-b20ea3d37c75image.jpg,Westbound / Speed Limit 35
195,ConstructionClosure-d08126d1-9269-40d7-b6cb-d9756af214f9,5e2b24885aed8500514e9a8e,jpruitt@navjoyinc.com.gwv,2020-01-24T17:08:24.106Z,anazarian@navjoyinc.com.gwv,2020-01-27T21:56:02.042Z,Fairfax Ln,Steele St,Belleview Ave,,,1/27/2020 11:00,1/27/2020 17:00,,,,https://assetgovprod.s3-us-west-2.amazonaws.com/Documents/Greenwood%20Village/camera/033ac9d9-3a7e-4f24-8574-2bbffb3a2f16image.jpg,Westbound / Left Lane Closed Ahead
